ts,load1,memfree_kb,containers,engine_cpu_pct,gpu_busy_pct,gpu_power_w
2026-08-20T17:28:25,3.93,14998056,11,234.43,81,626
2026-08-20T17:28:36,3.79,14853024,11,249.78,100,737
2026-08-20T17:28:47,3.67,15166692,11,183.10,95,686
2026-08-20T17:28:58,3.49,14872340,11,199.87,100,716
2026-08-20T17:29:09,3.98,15120156,11,196.22,96,693
2026-08-20T17:29:20,3.54,15235580,11,245.67,100,730
2026-08-20T17:29:31,3.29,15427048,11,219.33,99,729
2026-08-20T17:29:42,3.24,14392024,11,231.30,100,723
2026-08-20T17:29:53,5.28,13706212,11,212.47,96,687
2026-08-20T17:30:04,6.46,14017336,11,210.47,98,728
2026-08-20T17:30:15,6.48,13823036,11,197.59,100,707
2026-08-20T17:30:27,7.59,13676504,11,188.61,60,509
2026-08-20T17:30:38,9.89,13958120,11,201.27,46,465
2026-08-20T17:30:49,11.85,13934944,11,195.54,89,665
2026-08-20T17:31:00,12.43,14572944,7,180.84,83,613
2026-08-20T17:31:11,11.06,14292948,7,250.14,100,717
2026-08-20T17:31:22,10.97,14389384,7,209.58,100,742
2026-08-20T17:31:33,11.11,13977380,11,201.80,100,733
2026-08-20T17:31:44,10.17,13026832,11,188.91,85,646
2026-08-20T17:31:55,9.53,14017216,6,200.88,96,705
2026-08-20T17:32:06,8.38,14042848,6,178.19,92,692
2026-08-20T17:32:17,7.40,13149504,11,188.99,99,715
2026-08-20T17:32:28,6.96,12636976,11,215.23,100,724
2026-08-20T17:32:39,7.36,13678044,11,201.77,61,543
2026-08-20T17:32:50,6.46,13548204,11,166.40,90,659
2026-08-20T17:33:02,6.14,13577588,7,215.77,72,578
2026-08-20T17:33:13,5.59,12278200,6,179.56,5,196
2026-08-20T17:33:24,5.18,12805928,7,199.02,97,718
2026-08-20T17:33:35,6.19,12766724,7,202.02,97,709
2026-08-20T17:33:46,5.54,13133644,7,203.15,100,723
2026-08-20T17:33:57,5.07,13320660,7,207.09,85,621
2026-08-20T17:34:08,5.11,13696476,7,192.21,96,686
2026-08-20T17:34:19,4.72,13796288,7,235.49,100,739
2026-08-20T17:34:30,4.35,13345316,8,194.56,20,320
2026-08-20T17:34:41,4.69,12782860,11,206.61,86,657
2026-08-20T17:34:52,4.67,13017708,11,232.04,100,730
2026-08-20T17:35:03,4.90,13329684,11,202.06,98,712
2026-08-20T17:35:14,4.57,13739512,7,201.29,100,725
2026-08-20T17:35:25,4.33,13412668,11,202.04,100,710
2026-08-20T17:35:36,3.90,13153196,11,195.59,11,259
2026-08-20T17:35:47,3.54,12369332,11,238.03,94,680
2026-08-20T17:35:59,3.98,12363704,11,263.88,32,385
2026-08-20T17:36:10,5.95,12579356,11,174.80,86,662
2026-08-20T17:36:21,5.58,12987940,11,260.00,49,478
2026-08-20T17:36:32,5.10,13093576,11,192.99,99,731
2026-08-20T17:36:43,4.62,12694464,11,217.36,99,725
2026-08-20T17:36:54,4.53,12648012,11,194.67,89,650
2026-08-20T17:37:05,4.06,12752900,11,202.98,100,713
2026-08-20T17:37:16,3.58,12717608,11,180.76,92,690
2026-08-20T17:37:27,3.34,13228984,11,179.58,99,745
2026-08-20T17:37:38,3.28,13203556,11,185.49,96,723
2026-08-20T17:37:49,3.24,12274820,11,187.46,96,713
2026-08-20T17:38:00,3.67,13073296,7,179.26,70,581
2026-08-20T17:38:11,3.79,12937524,11,237.12,98,718
2026-08-20T17:38:22,3.43,13524336,11,241.42,98,735
2026-08-20T17:38:34,3.21,13591296,11,227.16,100,719
2026-08-20T17:38:45,3.02,13779388,11,184.10,97,737
2026-08-20T17:38:56,2.86,13554624,11,247.48,57,534
2026-08-20T17:39:07,2.73,13579184,11,171.14,90,665
2026-08-20T17:39:18,2.54,13344764,11,183.35,99,722
2026-08-20T17:39:29,2.46,13249364,11,196.34,100,745
2026-08-20T17:39:40,2.44,13398176,11,202.36,100,730
2026-08-20T17:39:51,2.76,13355536,11,202.30,100,746
2026-08-20T17:40:02,2.72,12806820,11,197.05,100,735
2026-08-20T17:40:13,2.98,12174080,11,200.47,100,742
2026-08-20T17:40:24,3.31,12179832,11,202.51,86,634
2026-08-20T17:40:35,3.11,12113896,11,192.69,98,706
2026-08-20T17:40:46,3.09,12152188,11,170.90,99,736
2026-08-20T17:40:57,2.85,12268280,11,206.91,99,735
2026-08-20T17:41:08,2.80,12218324,11,171.57,99,738
2026-08-20T17:41:20,2.92,12133140,11,190.94,100,747
2026-08-20T17:41:31,2.70,12222312,11,179.08,99,725
2026-08-20T17:41:42,2.51,12535412,11,193.55,70,596
2026-08-20T17:41:53,2.35,12418992,11,187.77,98,733
2026-08-20T17:42:04,2.67,12422356,11,226.19,100,735
2026-08-20T17:42:15,2.52,12329360,11,191.72,100,721
2026-08-20T17:42:26,2.44,12304204,11,162.03,87,676
2026-08-20T17:42:37,2.53,12234572,11,193.87,97,716
2026-08-20T17:42:48,2.37,12178720,11,183.23,34,372
2026-08-20T17:42:59,2.31,12212512,11,227.85,100,730
2026-08-20T17:43:10,2.31,12193728,11,171.98,41,442
2026-08-20T17:43:21,2.42,12021260,11,176.84,44,423
2026-08-20T17:43:32,2.36,12395152,11,202.17,100,748
2026-08-20T17:43:43,2.30,12319060,11,202.24,100,716
2026-08-20T17:43:55,2.31,12356232,11,188.79,100,725
2026-08-20T17:44:06,2.26,12317592,11,202.03,100,716
2026-08-20T17:44:17,2.22,12274448,11,230.00,100,734
2026-08-20T17:44:28,2.26,12241736,11,197.91,82,649
2026-08-20T17:44:39,2.22,12209820,11,181.29,97,721
2026-08-20T17:44:50,2.30,12111300,11,190.41,55,520
2026-08-20T17:45:01,2.17,12264592,11,170.07,41,421
2026-08-20T17:45:12,2.69,11447196,11,194.90,89,670
2026-08-20T17:45:23,2.58,12154888,11,189.75,100,748
2026-08-20T17:45:34,2.49,12110120,11,171.02,93,697
2026-08-20T17:45:45,2.45,12098424,11,189.90,100,723
2026-08-20T17:45:56,2.46,12070188,11,172.88,97,734
2026-08-20T17:46:07,2.63,12012696,11,178.78,100,752
2026-08-20T17:46:18,2.45,11898588,11,180.89,93,704
2026-08-20T17:46:29,2.27,11846208,11,201.96,100,729
2026-08-20T17:46:41,2.31,12071856,11,188.20,100,741
2026-08-20T17:46:52,2.18,12024604,11,153.52,94,719
2026-08-20T17:47:03,2.23,11998660,11,157.26,66,562
2026-08-20T17:47:14,2.19,11965096,11,175.02,99,727
2026-08-20T17:47:25,2.58,11973508,11,202.29,100,723
2026-08-20T17:47:36,2.49,11980668,11,205.46,100,718
2026-08-20T17:47:47,2.42,11959464,11,235.36,100,749
2026-08-20T17:47:58,2.43,11862444,11,169.26,77,604
2026-08-20T17:48:09,2.36,11884288,11,188.60,98,743
2026-08-20T17:48:20,3.08,11978088,11,185.73,27,362
2026-08-20T17:48:31,3.07,11971136,11,151.53,48,451
2026-08-20T17:48:42,2.76,12109964,11,170.36,91,682
2026-08-20T17:48:53,2.63,12107632,11,202.76,100,746
2026-08-20T17:49:04,2.63,12023192,11,210.36,99,736
2026-08-20T17:49:15,3.26,11879272,11,167.55,86,658
2026-08-20T17:49:27,3.06,11859292,11,174.60,26,355
2026-08-20T17:49:38,2.89,11748668,11,188.36,100,731
2026-08-20T17:49:49,2.76,11773652,11,183.08,78,606
2026-08-20T17:50:00,2.73,11792904,11,189.19,99,720
2026-08-20T17:50:11,2.69,11841636,11,169.77,35,384
2026-08-20T17:50:22,2.58,11843124,11,165.77,35,382
2026-08-20T17:50:33,2.49,11836872,11,159.93,21,320
2026-08-20T17:50:44,2.50,11840304,11,170.46,67,556
2026-08-20T17:50:55,2.39,11802960,11,171.65,97,720
2026-08-20T17:51:06,2.17,11790736,11,196.39,99,723
2026-08-20T17:51:17,2.29,11826372,11,182.45,37,423
2026-08-20T17:51:28,2.09,11825104,11,163.00,91,688
2026-08-20T17:51:39,1.99,11650960,11,176.62,17,280
2026-08-20T17:51:50,2.13,11627272,11,189.70,98,716
2026-08-20T17:52:01,2.11,11590440,11,196.97,95,686
2026-08-20T17:52:13,2.09,11463540,11,213.94,100,718
2026-08-20T17:52:24,2.08,11461584,11,220.46,100,744
2026-08-20T17:52:35,2.48,11291196,11,179.46,51,460
2026-08-20T17:52:46,2.33,11202168,11,186.04,98,730
2026-08-20T17:52:57,2.36,11216844,11,190.10,98,724
2026-08-20T17:53:08,2.45,11199188,11,193.81,99,725
2026-08-20T17:53:19,2.46,11206588,11,173.87,98,726
2026-08-20T17:53:30,2.28,11236588,11,161.13,58,529
2026-08-20T17:53:41,2.32,10985828,11,148.94,42,411
2026-08-20T17:53:52,2.27,11023160,11,167.59,21,322
2026-08-20T17:54:03,2.15,11034464,11,176.26,98,720
2026-08-20T17:54:14,2.21,11014512,11,187.19,86,644
2026-08-20T17:54:25,2.08,11021804,11,201.82,100,748
2026-08-20T17:54:36,1.99,10984552,11,205.72,24,338
2026-08-20T17:54:47,1.84,11393844,11,215.36,96,707
2026-08-20T17:54:59,1.86,11332084,11,171.62,99,733
2026-08-20T17:55:10,1.81,11356456,11,167.49,99,747
2026-08-20T17:55:21,1.92,11275932,11,176.25,29,346
2026-08-20T17:55:32,1.93,11244200,11,164.54,92,691
2026-08-20T17:55:43,1.86,11194252,11,172.48,75,591
2026-08-20T17:55:54,1.73,11139896,11,176.74,87,656
2026-08-20T17:56:05,1.79,11254920,11,188.51,54,511
2026-08-20T17:56:16,1.81,11242380,11,159.30,96,717
2026-08-20T17:56:27,1.84,11269128,11,158.50,92,686
2026-08-20T17:56:38,1.87,11232568,11,178.06,37,386
2026-08-20T17:56:49,1.89,11392056,11,172.15,81,653
2026-08-20T17:57:00,1.69,11371528,11,157.25,88,665
2026-08-20T17:57:11,1.66,11402748,11,167.46,99,740
2026-08-20T17:57:22,1.79,11301136,11,182.08,92,666
2026-08-20T17:57:34,1.82,11280664,11,170.07,89,664
2026-08-20T17:57:45,1.79,11261900,11,202.34,100,745
2026-08-20T17:57:56,1.75,11214100,11,193.16,99,746
2026-08-20T17:58:07,1.79,11177956,11,172.91,99,746
2026-08-20T17:58:18,1.98,11036520,11,180.49,49,478
2026-08-20T17:58:29,1.90,10990820,11,170.46,89,660
2026-08-20T17:58:40,1.93,11008700,11,181.81,97,702
2026-08-20T17:58:51,2.01,11044512,11,155.43,95,725
2026-08-20T17:59:02,2.10,11187084,11,183.98,94,712
2026-08-20T17:59:13,2.01,11159068,11,166.22,14,281
2026-08-20T17:59:24,2.01,11233436,11,156.00,50,450
2026-08-20T17:59:35,1.94,11236676,11,157.69,41,405
2026-08-20T17:59:46,1.95,11298160,11,183.70,100,753
2026-08-20T17:59:57,1.87,11172644,11,154.47,93,705
2026-08-20T18:00:08,2.12,11160932,11,172.72,61,539
2026-08-20T18:00:20,2.16,11149952,11,186.72,100,722
2026-08-20T18:00:31,2.06,11164616,11,188.91,87,668
2026-08-20T18:00:42,2.13,11090748,11,235.23,100,744
2026-08-20T18:00:53,3.78,11113812,11,158.83,72,571
2026-08-20T18:01:04,4.91,11105244,11,174.33,88,664
2026-08-20T18:01:15,4.18,11127396,11,171.10,15,279
2026-08-20T18:01:26,3.77,11132988,11,170.72,97,713
2026-08-20T18:01:37,3.42,11121692,11,149.51,61,526
2026-08-20T18:01:48,3.12,11571736,11,152.87,13,259
2026-08-20T18:01:59,3.11,11508496,11,162.49,19,309
2026-08-20T18:02:10,3.66,11603256,11,149.28,86,651
2026-08-20T18:02:21,4.37,11697940,11,158.77,58,493
2026-08-20T18:02:32,4.00,11709088,11,183.03,99,719
2026-08-20T18:02:43,3.94,11652156,11,142.33,23,302
2026-08-20T18:02:54,3.56,11584180,11,177.14,86,672
2026-08-20T18:03:06,3.83,11316876,11,202.08,100,747
2026-08-20T18:03:17,3.48,11241116,11,174.07,83,651
2026-08-20T18:03:28,3.24,11282988,11,150.62,85,652
2026-08-20T18:03:39,3.05,11274836,11,160.82,89,673
2026-08-20T18:03:50,2.83,11353820,11,176.84,97,711
2026-08-20T18:04:01,2.70,11359844,11,212.71,98,730
2026-08-20T18:04:12,2.76,11295756,11,205.62,100,732
2026-08-20T18:04:23,2.56,11311172,11,214.47,50,468
2026-08-20T18:04:34,2.32,11278660,11,193.18,97,720
2026-08-20T18:04:45,2.32,11253344,11,195.57,100,746
2026-08-20T18:04:56,2.35,11190548,11,190.68,98,731
2026-08-20T18:05:07,2.55,11227976,11,202.77,82,655
2026-08-20T18:05:18,2.54,11365724,11,206.79,99,736
2026-08-20T18:05:29,2.46,11358180,11,188.38,95,703
2026-08-20T18:05:40,2.44,11238552,11,178.80,98,712
2026-08-20T18:05:52,2.37,11249296,11,159.48,84,640
2026-08-20T18:06:03,2.31,11213252,11,172.78,63,545
2026-08-20T18:06:14,2.26,11345272,11,184.39,99,715
2026-08-20T18:06:25,2.97,11278208,11,175.47,82,636
2026-08-20T18:06:36,2.75,11255180,11,201.88,100,742
2026-08-20T18:06:47,2.63,11208312,11,180.88,95,720
2026-08-20T18:06:58,2.45,11172040,11,192.87,100,732
2026-08-20T18:07:09,2.38,11214180,11,158.43,94,701
2026-08-20T18:07:20,2.74,11317412,11,177.54,100,726
2026-08-20T18:07:31,2.63,11311320,11,176.70,93,680
2026-08-20T18:07:42,2.45,11291148,11,202.27,100,725
2026-08-20T18:07:53,2.38,11292632,11,179.95,77,606
2026-08-20T18:08:04,2.40,11244236,11,167.93,46,461
2026-08-20T18:08:15,2.47,11231180,11,184.74,98,737
2026-08-20T18:08:26,3.12,10799736,11,139.10,50,452
2026-08-20T18:08:38,3.03,10850820,11,180.42,99,711
2026-08-20T18:08:49,2.79,10873912,11,140.02,17,263
2026-08-20T18:09:00,2.63,10862504,11,143.39,8,236
2026-08-20T18:09:11,2.69,10743424,11,174.02,99,727
2026-08-20T18:09:22,4.10,10716424,11,154.62,38,380
2026-08-20T18:09:33,3.79,10713236,11,149.40,65,529
2026-08-20T18:09:44,3.51,10697708,11,177.51,43,440
2026-08-20T18:09:55,3.10,10742760,11,179.57,54,498
2026-08-20T18:10:06,3.01,10748180,11,149.47,34,352
2026-08-20T18:10:17,2.78,10766612,11,142.06,78,612
2026-08-20T18:10:28,2.82,10750996,11,178.90,25,345
2026-08-20T18:10:39,2.69,10818960,11,155.43,49,483
2026-08-20T18:10:50,2.47,10805444,11,145.64,69,555
2026-08-20T18:11:01,2.48,10771612,11,168.72,51,483
2026-08-20T18:11:12,2.41,10823868,11,177.32,97,699
2026-08-20T18:11:23,2.35,11019912,11,165.62,100,740
2026-08-20T18:11:35,2.43,11054948,11,186.36,100,734
2026-08-20T18:11:46,2.67,11038036,11,169.80,96,713
2026-08-20T18:11:57,2.57,10975556,11,199.35,100,753
2026-08-20T18:12:08,2.56,10948636,11,168.82,98,726
2026-08-20T18:12:19,2.47,11233596,11,163.47,45,449
2026-08-20T18:12:30,2.29,11154752,11,185.96,99,740
2026-08-20T18:12:41,2.65,11145336,11,155.15,15,282
2026-08-20T18:12:52,2.55,11134000,11,160.98,95,708
2026-08-20T18:13:03,2.38,11116348,11,183.68,100,747
2026-08-20T18:13:14,2.32,10856720,11,171.37,97,719
2026-08-20T18:13:25,2.32,10866420,11,186.50,44,424
2026-08-20T18:13:36,2.26,10855392,11,153.42,22,322
2026-08-20T18:13:47,2.38,10842228,11,173.95,97,706
2026-08-20T18:13:58,2.32,11148948,11,157.84,76,593
2026-08-20T18:14:09,2.27,11126428,11,133.65,5,218
2026-08-20T18:14:21,2.15,11071924,11,158.58,6,220
2026-08-20T18:14:32,2.14,10894884,11,187.17,94,692
2026-08-20T18:14:43,2.04,10947500,11,145.77,59,508
2026-08-20T18:14:54,2.03,10803504,11,210.52,98,730
2026-08-20T18:15:05,1.87,10754892,11,189.98,15,276
2026-08-20T18:15:16,1.96,10647644,11,210.13,96,702
2026-08-20T18:15:27,1.89,10681764,11,197.38,98,698
2026-08-20T18:15:38,1.76,10632584,11,204.68,96,700
2026-08-20T18:15:49,1.79,10636308,11,208.03,98,713
2026-08-20T18:16:00,1.77,10610304,11,169.89,10,249
2026-08-20T18:16:11,1.89,10632708,11,229.70,100,743
2026-08-20T18:16:22,1.91,10532724,11,214.51,99,721
2026-08-20T18:16:33,2.08,10586820,11,139.32,53,486
2026-08-20T18:16:44,2.14,10516456,11,147.03,25,343
2026-08-20T18:16:55,1.96,10596688,11,188.32,100,729
2026-08-20T18:17:07,1.89,10511768,11,218.12,100,746
2026-08-20T18:17:18,1.91,10574528,11,144.97,6,224
2026-08-20T18:17:29,1.92,10558560,11,153.53,19,305
2026-08-20T18:17:40,1.79,10463272,11,154.16,14,273
2026-08-20T18:17:51,1.75,10443088,11,188.42,85,648
2026-08-20T18:18:02,1.72,10430124,11,191.89,99,717
2026-08-20T18:18:13,1.61,10455744,11,170.88,93,688
2026-08-20T18:18:24,1.74,10444148,11,180.28,98,740
2026-08-20T18:18:35,1.66,10401612,11,168.98,99,740
2026-08-20T18:18:46,1.56,10393644,11,139.59,6,209
2026-08-20T18:18:57,1.54,10767576,11,152.51,73,566
2026-08-20T18:19:08,1.61,10787192,11,149.64,27,310
2026-08-20T18:19:19,1.67,10717320,11,170.39,55,490
2026-08-20T18:19:30,1.75,10673684,11,155.27,5,220
2026-08-20T18:19:41,3.15,10826380,11,202.97,100,749
2026-08-20T18:19:53,2.90,10823164,11,201.83,100,731
2026-08-20T18:20:04,2.68,10801336,11,202.16,100,751
2026-08-20T18:20:15,2.58,10795360,11,146.85,33,396
2026-08-20T18:20:26,2.44,10777568,11,165.77,96,706
2026-08-20T18:20:37,2.45,10723168,11,202.26,100,740
2026-08-20T18:20:48,2.38,10704040,11,168.39,99,721
2026-08-20T18:20:59,2.25,10694924,11,129.80,6,218
2026-08-20T18:21:10,2.21,10685776,11,146.29,80,608
2026-08-20T18:21:21,2.18,10663248,11,157.12,100,744
2026-08-20T18:21:32,2.15,10661168,11,142.87,64,531
2026-08-20T18:21:43,2.05,10677644,11,149.63,68,545
2026-08-20T18:21:54,1.97,10627884,11,136.07,9,245
2026-08-20T18:22:05,1.83,10606476,11,159.99,92,685
2026-08-20T18:22:16,1.93,10570924,11,204.48,93,708
2026-08-20T18:22:27,1.87,10537464,11,164.61,28,361
2026-08-20T18:22:39,1.89,10510712,11,183.23,52,491
2026-08-20T18:22:50,1.98,10385228,11,155.92,47,457
2026-08-20T18:23:01,2.12,10344200,11,206.02,100,713
2026-08-20T18:23:12,1.95,10260064,11,197.20,96,723
2026-08-20T18:23:23,1.80,10259308,11,205.25,40,432
2026-08-20T18:23:34,1.68,10272476,11,188.66,98,709
2026-08-20T18:23:45,1.75,10193608,11,192.48,94,688
2026-08-20T18:23:56,1.71,10259048,11,212.36,100,750
2026-08-20T18:24:07,1.75,10414292,11,197.66,75,598
2026-08-20T18:24:18,1.72,10449004,11,153.79,30,327
2026-08-20T18:24:29,1.84,10472432,11,200.90,100,746
2026-08-20T18:24:40,2.25,10240424,11,156.50,96,709
2026-08-20T18:24:51,2.28,10203568,11,160.58,96,724
2026-08-20T18:25:02,2.40,9681196,11,142.15,3,204
2026-08-20T18:25:14,2.65,9517880,11,150.25,30,366
2026-08-20T18:25:25,3.83,9216404,11,167.14,88,644
2026-08-20T18:25:36,3.56,9433404,11,176.12,99,722
2026-08-20T18:25:47,3.24,9535212,11,136.43,22,320
2026-08-20T18:25:58,4.38,9708364,11,162.27,99,732
2026-08-20T18:26:09,3.94,9772920,11,142.99,8,234
2026-08-20T18:26:20,3.51,9793240,11,145.49,87,673
2026-08-20T18:26:31,3.35,9877148,11,181.87,73,574
2026-08-20T18:26:42,3.07,9934672,11,166.55,96,705
2026-08-20T18:26:53,2.82,9910808,11,171.17,95,696
2026-08-20T18:27:04,2.70,9978112,11,193.86,99,732
2026-08-20T18:27:15,2.69,10035372,11,144.83,5,217
2026-08-20T18:27:26,2.51,10116540,11,194.60,97,725
2026-08-20T18:27:37,2.36,10126872,11,201.08,95,700
2026-08-20T18:27:48,3.25,10535036,11,238.54,100,745
2026-08-20T18:28:00,3.45,10528244,11,150.41,3,201
2026-08-20T18:28:11,3.05,10521552,11,175.75,91,693
2026-08-20T18:28:22,2.81,10531040,11,204.39,82,630
2026-08-20T18:28:33,2.61,10307752,11,182.34,90,666
2026-08-20T18:28:44,2.52,10280060,11,176.37,92,689
2026-08-20T18:28:55,3.82,10262456,11,178.34,78,616
2026-08-20T18:29:06,3.55,10102492,11,170.72,97,729
2026-08-20T18:29:17,3.24,10194080,11,135.29,20,313
2026-08-20T18:29:28,3.86,10155360,11,201.24,100,733
2026-08-20T18:29:39,3.50,10150468,11,144.86,65,568
2026-08-20T18:29:50,3.02,10176244,11,143.35,66,536
2026-08-20T18:30:01,2.87,10085780,11,135.21,48,474
2026-08-20T18:30:12,2.66,10046848,11,214.66,100,748
2026-08-20T18:30:23,2.64,9967132,11,157.80,94,689
2026-08-20T18:30:34,2.39,9945092,11,170.41,100,736
2026-08-20T18:30:46,2.48,9298640,11,192.14,96,731
2026-08-20T18:30:57,2.63,9606668,11,143.41,12,259
2026-08-20T18:31:08,2.53,9610188,11,203.91,38,405
2026-08-20T18:31:19,2.36,9626800,11,157.38,32,367
2026-08-20T18:31:30,2.15,9604296,11,202.23,100,737
2026-08-20T18:31:41,2.31,9521876,11,156.62,97,719
2026-08-20T18:31:52,2.26,9531004,11,171.64,85,644
2026-08-20T18:32:03,2.38,9597664,11,166.92,99,711
2026-08-20T18:32:14,2.32,9599368,11,131.26,2,198
2026-08-20T18:32:25,2.11,9632632,11,136.80,15,275
2026-08-20T18:32:36,2.09,9483608,11,156.01,83,630
2026-08-20T18:32:47,2.07,9405448,11,140.89,13,264
2026-08-20T18:32:58,1.91,9410500,11,163.62,30,381
2026-08-20T18:33:09,1.99,9295384,11,187.85,100,731
2026-08-20T18:33:20,1.92,9339044,11,145.00,1,190
2026-08-20T18:33:32,2.01,9351920,11,146.63,1,193
2026-08-20T18:33:43,1.93,9231880,11,164.06,81,627
2026-08-20T18:33:54,1.86,9252396,11,186.06,92,701
2026-08-20T18:34:05,1.81,9285976,11,186.24,75,582
2026-08-20T18:34:16,1.78,9150720,11,167.40,99,689
2026-08-20T18:34:27,1.73,9213104,11,174.32,92,696
2026-08-20T18:34:38,1.70,9290572,11,150.76,5,185
2026-08-20T18:34:49,1.59,9392020,11,160.30,65,523
2026-08-20T18:35:00,1.60,9394684,11,171.74,84,637
2026-08-20T18:35:11,1.91,9319648,11,180.73,97,719
2026-08-20T18:35:22,1.85,9294080,11,158.29,68,530
2026-08-20T18:35:33,1.72,8651000,11,188.58,6,220
2026-08-20T18:35:44,1.91,9134140,11,146.70,66,550
2026-08-20T18:35:55,1.87,8876448,11,176.71,69,579
2026-08-20T18:36:06,2.05,8926940,11,157.66,89,660
2026-08-20T18:36:17,1.97,9002836,11,193.44,100,746
2026-08-20T18:36:29,1.89,8990948,11,154.62,57,489
2026-08-20T18:36:40,1.91,9062700,11,167.09,99,720
2026-08-20T18:36:51,2.52,9106804,11,197.17,97,710
2026-08-20T18:37:02,2.37,8948188,11,165.12,100,746
2026-08-20T18:37:13,2.98,9098172,11,175.81,8,233
2026-08-20T18:37:24,2.75,9156512,11,129.94,40,389
2026-08-20T18:37:35,2.52,9210320,11,176.77,64,531
2026-08-20T18:37:46,2.44,9236468,11,189.21,100,732
2026-08-20T18:37:57,2.29,9269004,11,159.47,87,675
2026-08-20T18:38:08,2.32,9328588,11,168.23,86,662
2026-08-20T18:38:19,2.11,9299928,11,165.86,47,465
2026-08-20T18:38:30,2.46,9309092,11,130.37,2,198
2026-08-20T18:38:41,2.39,9286680,11,171.96,80,618
2026-08-20T18:38:52,2.33,9304664,11,143.76,90,690
2026-08-20T18:39:03,2.27,9323396,11,129.40,52,499
2026-08-20T18:39:15,2.15,9360652,11,143.69,71,590
2026-08-20T18:39:26,1.98,9394144,11,154.16,73,573
2026-08-20T18:39:37,1.98,9372532,11,147.59,95,712
2026-08-20T18:39:48,2.21,9114756,11,147.13,86,652
2026-08-20T18:39:59,2.18,9174644,11,129.24,1,188
2026-08-20T18:40:10,2.15,9164972,11,136.21,65,532
2026-08-20T18:40:21,2.04,9193944,11,140.51,22,314
2026-08-20T18:40:32,1.88,9236400,11,145.80,5,217
2026-08-20T18:40:43,1.82,9251116,11,132.70,32,352
2026-08-20T18:40:54,1.69,9277244,11,201.24,100,734
2026-08-20T18:41:05,1.61,9336680,11,129.94,13,269
2026-08-20T18:41:16,1.59,9446164,11,159.37,96,719
2026-08-20T18:41:27,1.57,9462492,11,129.92,2,193
2026-08-20T18:41:38,1.64,9402572,11,181.27,100,735
